app_name,tags,specs,id,metascore,developer,Accounting,Action,Adventure,Animation &amp,Audio production,Casual,Design &amp,Early access,Education,Free to play,Illustration,Indie,Massively multiplayer,Modeling,None,Photo editing,Rpg,Racing,Simulation,Software training,Sports,Strategy,Utilities,Video production,Web publishing,release_year,playtimeforever
Aurora Dusk: Steam Age,"['Early Access', 'Strategy', 'Indie', 'RPG', 'Sandbox', 'Moddable', 'Adventure', 'Singleplayer', '2D', 'Medieval', 'Fantasy', 'Zombies', 'Tower Defense', 'Casual', 'Touch-Friendly', 'Crowdfunded', 'Top-Down']","['Single-player', 'Steam Achievements']",397160,0,Sylvain Harlaut,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,217
Command: Northern Inferno,"['Strategy', 'Simulation', 'Wargame', 'Modern', 'Replay Value', 'Singleplayer', 'Real-Time with Pause', 'Tactical', 'Naval']",['Single-player'],397180,0,WarfareSims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,4
Sengoku Jidai: Shadow of the Shogun,"['Strategy', 'Military', 'Turn-Based Strategy', 'Historical', 'Grand Strategy', 'Ninja', 'Wargame', 'Tactical']","['Single-player', 'Multi-player', 'Includes level editor']",397190,80,Byzantine Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,152
Deliverance,"['Indie', 'Casual', 'Action', 'Horror', 'Survival Horror']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",397200,0,TBDTS Games,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,36
Kanji Training Game,"['Casual', 'Education']","['Single-player', 'Steam Trading Cards']",397210,0,Targhen Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,35
Troubles Land,"['Action', 'Adventure', 'Indie', 'Platformer']","['Single-player', 'Steam Achievements', 'Full controller support']",397240,0,ENKSoft,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,21
A Kiss For The Petals - Remembering How We Met,"['Visual Novel', 'Anime', 'Female Protagonist', 'Romance', 'Cute', 'Adventure', 'Dating Sim', 'Mature', 'Nudity']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",397270,0,St. Michael's Girls School,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,43744
Looterkings,"['Action', 'Indie', 'RPG', 'Co-op', 'Dungeon Crawler', 'Nudity', 'Rogue-like']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",397310,0,Looterkings,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2017,268
CTU: Counter Terrorism Unit,"['Strategy', 'Action', 'Tactical', 'FPS']","['Single-player', 'Multi-player', 'Co-op', 'Steam Workshop', 'Includes level editor']",397320,0,Odin Game Studio,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,25
Little Big Adventure - Enhanced Edition,"['Adventure', 'Action', 'RPG', 'Retro', 'Cult Classic', ""1990's""]","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",397330,0,DotEmu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1994,1063
SimplePlanes,"['Simulation', 'Sandbox', 'Building', 'Flight', 'Open World', 'Physics', 'Singleplayer', 'Indie', 'Moddable', 'Destruction', 'Funny', 'Realistic', 'Action', 'Shooter', 'Adventure', 'Multiplayer', 'Racing', 'Co-op', 'Strategy', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",397340,67,"Jundroo, LLC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,254575
Lords of the Realm II,"['Strategy', 'RPG', 'Turn-Based', 'Medieval', 'Classic']",['Single-player'],397350,77,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1996,7170
Magician's Apprentice,"['Early Access', 'Action', 'Indie', 'RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']",397360,0,Kosek.com,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,1235
Space Food Truck,"['Strategy', 'Indie', 'Card Game', 'Co-op', 'Sci-fi', 'Space', 'Multiplayer', '2D', 'Board Game']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Turn Notifications']",397390,0,One Man Left Studios,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,6036
Zoombinis,"['Casual', 'Adventure', 'Puzzle', 'Education', 'Family Friendly', 'Classic', 'Psychological Horror']","['Single-player', 'Steam Trading Cards']",397430,0,TERC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31278
Lost Legends: The Weeping Woman Collector's Edition,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click']",['Single-player'],397440,0,Gunnar Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,272
The Jackbox Party Pack 2,"['Local Multiplayer', 'Casual', 'Indie', 'Comedy', 'Strategy', 'Local Co-Op', 'Multiplayer', 'Funny', 'Co-op', 'Board Game', 'Family Friendly']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",397460,0,"Jackbox Games, Inc.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,136107
Labyronia RPG 2,"['Anime', 'RPGMaker', 'RPG', 'Adventure', 'Indie', 'Action', ""Shoot 'Em Up"", '2D', 'Pixel Graphics', 'Retro', 'Fantasy', 'Open World', 'Singleplayer', 'Great Soundtrack', 'Shooter', 'Atmospheric', 'Funny', 'Gore', 'Puzzle', 'Sandbox']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",397500,0,Labyrinthine,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,41182
Deus Ex: Revision,"['Action', 'RPG', 'Adventure', 'Cyberpunk', 'Mod', 'FPS', 'Singleplayer', 'Story Rich', 'Sci-fi', 'Free to Play', 'Great Soundtrack', 'Casual', 'First-Person', 'Shooter', 'Conspiracy', 'Stealth']","['Single-player', 'Steam Achievements', 'Steam Cloud']",397550,0,Ion Storm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,45241
Shmadow,"['Indie', 'Action', 'Bullet Hell', 'Twin Stick Shooter', ""Shoot 'Em Up"", 'Co-op', 'Great Soundtrack', 'Shooter', 'Difficult', '4 Player Local', 'Local Co-Op']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",397570,0,Extrokold Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9201
Moonbase 332,"['Indie', 'Action', 'Comedy', 'FPS', 'Arcade', 'First-Person']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",397580,0,PatchNoteStudio,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6034
Run Run And Die,"['Indie', 'Casual']","['Single-player', 'Partial Controller Support']",397670,0,Pixel Bones Studio,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,4
FIREFIGHT RELOADED,"['Action', 'Indie', 'Casual', 'Mod', 'Survival']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Steam Achievements', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK']",397680,0,"Bitl,Cobalt-57",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2318
Hyperspace Invaders II: Pixel Edition,"['Indie', 'Action', 'Bullet Hell', ""Shoot 'Em Up"", 'Arcade', 'Great Soundtrack', 'Shooter', '2D', 'Rhythm', 'Music-Based Procedural Generation', 'Procedural Generation', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",397690,0,Entity Medialab,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2010
Romance of the Three Kingdoms Maker / 三国志ツクール,['Simulation'],"['Single-player', 'Includes level editor']",397720,0,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,16
Hylics,"['RPG', 'Indie', 'Surreal', 'Abstract', 'Great Soundtrack', 'RPGMaker']",['Single-player'],397740,0,Mason Lindroth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,119
Meridian: Age of Invention,"['Casual', 'Singleplayer', 'Resource Management']","['Single-player', 'Steam Trading Cards']",397770,0,Mirball Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9234
A Wise Use of Time,"['RPG', 'Indie', 'Choices Matter', 'Choose Your Own Adventure', 'Interactive Fiction', 'Text-Based']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",397780,0,Choice of Games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,3386
Let's Sing 2016,"['Casual', 'Music']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",397820,0,Voxler Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,343
Arcane Sorcery,"['Strategy', 'Indie', '4X']","['Single-player', 'Steam Trading Cards', 'Captions available']",397870,0,Andrew Rowe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,9253
No Time To Live,"['Indie', 'Casual', 'Adventure', 'Simulation']","['Single-player', 'Steam Trading Cards']",397940,0,Snail-Ninja Studio,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,1305
Mystery Expedition: Prisoners of Ice,"['Adventure', 'Casual', 'Hidden Object']","['Single-player', 'Steam Achievements']",397960,0,Lazy Turtle Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,211
Abandoned: Chestnut Lodge Asylum,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click']","['Single-player', 'Steam Achievements']",397970,0,Lazy Turtle Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,171
Invasion,"['Indie', 'Action', 'Gore', 'Fast-Paced', 'Great Soundtrack', 'Pixel Graphics']","['Single-player', 'Steam Trading Cards']",397980,0,Hipix Studio,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,18865
Woof Blaster,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support']",397990,0,Fabian Jarrett,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1292
Little Big Adventure 2,"['Adventure', 'Action', 'RPG', 'Classic', ""1990's""]",['Single-player'],398000,0,DotEmu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,219
Protoshift,"['Action', 'Indie', 'Great Soundtrack', 'Mouse only', 'Minimalist']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",398070,0,Reflextions,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3910
Highschool Romance,"['Nudity', 'Anime', 'Visual Novel', 'Mature', 'Indie', 'Casual', 'Romance', 'Dating Sim', 'Sexual Content']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",398100,0,Dharker Studio,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,19127
Reigning Cats,"['Casual', 'Simulation', 'Strategy', 'Indie', 'Tower Defense', 'Funny', 'Family Friendly']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",398110,0,Myra D'Ann,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,858
Ace of Protectors,"['Action', 'Adventure', 'RPG', 'Indie', 'Anime']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",398150,0,xPathfinder,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,7748
Shapes of Gray,"['Action', 'Indie', 'Retro', 'Atmospheric', 'Dark', 'Mystery', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",398160,0,Secret Tunnel Entertainment,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2325
Evochron Legacy,"['Simulation', 'Space', 'Indie', 'Space Sim', 'Sandbox', 'Open World', 'Sci-fi', 'Multiplayer', 'Exploration', 'Action']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",398170,0,StarWraith 3D Games LLC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,4560
BlackShadows,"['Indie', 'Adventure', 'Horror']",['Single-player'],398210,0,IceGames Studios,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,598
Absent,"['Free to Play', 'Adventure', 'Horror', 'Point & Click', 'Comedy', 'Multiplayer', 'Singleplayer']",['Single-player'],398450,0,FNGames,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2625
Mooch,"['Adventure', 'Indie', 'Casual']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",398460,0,Crank Goblin,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1041
Living Legends: The Frozen Fear Collection,"['Casual', 'Adventure', 'Hidden Object', 'Point & Click']",['Single-player'],398620,0,4Friends Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,479
Twisted Lands Trilogy: Collector's Edition,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click']",['Single-player'],398630,0,Alawar,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1763
Bowl Bound College Football,"['Sports', 'Strategy', 'Simulation', 'Football']",['Single-player'],398640,80,Grey Dog Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2015,2282
Shadow Heroes: Vengeance In Flames,"['Action', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",398670,0,Allied Games Inc.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,3
Ace Of Words,"['Indie', 'Casual', 'Word Game']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",398680,0,ZeroBit Games,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,56917
Timberman,"['Casual', 'Action', 'Indie', 'Multiplayer', 'Pixel Graphics', 'Singleplayer', 'Arcade', '2D', 'Local Multiplayer', 'Difficult']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",398710,0,Digital Melody,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,83221
Goggles - World of Vaporia,"['Action', 'Adventure', 'Indie', 'Casual', 'Racing', 'Steampunk']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",398830,0,Bit2Good Ug,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,349
War of Beach,"['Strategy', 'Free to Play', 'Action', 'Simulation', 'War', 'Tower Defense', 'Multiplayer', 'Casual', 'Tactical', 'Tanks', 'Real Time Tactics', 'World War II', 'RTS', 'Naval', 'Cartoon', 'Grand Strategy', 'Co-op Campaign', 'Heist', 'World War I', 'Cold War']","['Single-player', 'Multi-player']",398840,0,LUCKY GIRLS LIMITED,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,78733
Epistory - Typing Chronicles,"['Adventure', 'Typing', 'Action', 'Indie', 'Exploration', 'Atmospheric', 'Story Rich', 'Female Protagonist', 'RPG', 'Singleplayer', 'Magic', 'Open World', 'Experimental', 'Top-Down', 'Great Soundtrack', 'Moddable', 'Visual Novel', 'Education']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",398850,74,Fishing Cactus,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8916
Zombie Gotchi,"['Early Access', 'Indie', 'Simulation', 'Casual', 'Zombies']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",398890,0,SilentFuture,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,2050
Tisnart Tiles,"['Casual', 'Indie', 'Puzzle', 'Match 3']","['Single-player', 'Steam Trading Cards']",398920,0,Tisnart,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3767
Respawn Man,"['Action', 'Indie', 'Platformer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",398940,0,Evan (Solidplasma) Peiperl,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3115
Without Within 2,"['Indie', 'Visual Novel', 'Anime', 'Story Rich', 'Female Protagonist']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",398980,0,InvertMouse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1689
Porradaria Upgrade,"['Action', 'Indie', 'Platformer', 'Retro', '2D', 'Pixel Graphics', 'Ninja', 'Comedy', 'Replay Value', 'Story Rich', 'Great Soundtrack', 'Memes']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",399000,0,CleanWaterSoft,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7269
Legends of Solitaire: Curse of the Dragons,"['Casual', 'Indie', 'Card Game']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",399040,0,The Revills Games,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5028
Dragon's Wake,"['Indie', 'Adventure', 'Action', 'Platformer', 'Dragons', '2D', 'Story Rich', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",399070,0,Brainbox Software,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8828
Spheroid,"['Action', 'Indie', 'FPS']",['Single-player'],399100,0,From Soy Sauce LLC,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,352
Prospekt,"['Action', 'FPS', 'Singleplayer', 'Sci-fi', 'Shooter', 'First-Person', 'Mod', 'Story Rich', 'Indie']","['Single-player', 'Steam Trading Cards', 'Commentary available']",399120,43,Richard Seabrook,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4932
Straima,"['Indie', 'Action', 'Platformer', 'Co-op', 'Multiplayer', '2D', 'Pixel Graphics', 'Local Co-Op', 'Difficult', 'Local Multiplayer', 'Level Editor', 'Fast-Paced', 'Psychedelic', 'Colorful', 'Retro', 'Great Soundtrack', 'GameMaker', 'Arcade', '4 Player Local', 'Ninja']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",399140,0,Anthony Case,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2550
Kitchen Simulator 2015,"['Simulation', 'Casual', 'Strategy', 'Action', 'Adventure', 'Female Protagonist']","['Single-player', 'Steam Trading Cards']",399230,0,WhackAKey Games,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015,1574
XNemesis,"['Indie', 'Action', ""Shoot 'Em Up"", 'Moddable', 'Shooter', 'Sandbox']","['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor']",399240,0,XProd Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1899
Quick Slick Deadly,"['Action', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",399270,0,Adventurous Productions,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,9177
Tinboy,"['Indie', 'Casual', 'Puzzle-Platformer', 'Difficult']","['Single-player', 'Steam Trading Cards']",399430,0,Razvan,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,24698
Comedy Quest,"['Free to Play', 'Casual', 'Indie', 'Adventure', 'Point & Click', 'Comedy', 'Multiplayer', 'Pixel Graphics', 'Funny']","['Single-player', 'Partial Controller Support']",399520,0,Trav Nash,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3125
Hyspherical 2,"['Casual', 'Indie', 'Strategy', 'Puzzle']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",399530,0,Monkeybin AS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,3028
I and Me,"['Indie', 'Action', 'Puzzle', 'Puzzle-Platformer', 'Great Soundtrack', 'Platformer', 'Cute']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",399600,0,Wish Fang,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10
Flamebreak,"['Rogue-lite', 'Indie', 'Action', 'RPG', 'Replay Value', 'Procedural Generation', 'Rogue-like']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",399640,0,Nimbly Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,7452
Battle Battalions,"['Free to Play', 'Action', 'Strategy', 'Massively Multiplayer', 'RTS', 'Co-op', 'MOBA', 'Multiplayer', 'Tanks', 'Adventure']","['Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Stats']",399660,0,Petroglyph,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,8669
Game Corp DX,"['Management', 'Simulation', 'Indie', 'Economy', 'Singleplayer', 'Casual', 'Strategy', '2D', 'Game Development', 'Building', 'Sandbox', 'Relaxing', 'Funny', 'Point & Click', 'Comedy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",399670,0,Endless Loop Studios,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,36467
Expand,"['Indie', 'Great Soundtrack', 'Adventure', 'Minimalist', 'Puzzle']","['Single-player', 'Full controller support', 'Captions available']",399780,0,"Chris Johnson,Chris Larkin",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1364
Destiny Warriors RPG,"['Anime', 'RPGMaker', 'RPG', 'Adventure', 'Indie', ""Shoot 'Em Up"", 'JRPG', 'Singleplayer', 'Pixel Graphics', '2D', 'Great Soundtrack', 'Fantasy', 'Retro', 'Action', 'Difficult', 'Funny', 'Survival', 'Shooter', 'Sci-fi', 'Story Rich']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",399790,0,ninjalex,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,37927
Kopanito All-Stars Soccer,"['Sports', 'Indie', 'Action', 'Soccer', 'Local Multiplayer', 'Football', 'Local Co-Op', '4 Player Local', 'Funny', 'Singleplayer', 'Family Friendly', 'Fast-Paced', 'Multiplayer', 'Difficult']","['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",399820,0,Merixgames,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,3849
The Secret Order 2: Masked Intent,"['Casual', 'Adventure', 'Hidden Object', 'Point & Click', 'Female Protagonist', 'Fantasy', 'Singleplayer', 'Family Friendly', 'Mystery', 'Indie', 'Story Rich', 'Great Soundtrack', '2D', 'Atmospheric', 'Puzzle', 'Horror']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",399890,0,Sunward Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6658
Mad Snowboarding,"['Indie', 'Racing', 'Sports']","['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",399900,0,Denis Lapiner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2015,49
Ookibloks,"['Indie', 'Casual', 'Action', 'Puzzle', 'Cute']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",399910,0,"Studio Work3,Lampert &amp; Sons,Skyboy Games",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,116
