ids,playtimeforever
413220,224
413410,205299
413420,204237
413470,807
413480,279
413500,300
413510,18
413580,6649
413610,19
413680,6037
413690,3750
413700,56
413710,43308
413740,9
413830,1388
413850,6135
413851,2150
413852,171
413853,551
413854,387
413855,490
413856,524
413857,228
413858,350
413859,152
413870,10216
41400,159
414060,2609
414070,7754
414080,9484
414120,1151
414130,1890
414190,1743
414260,1134
414290,17332
414370,10327
414470,2414
414510,5176
414580,16276
414660,5110
414720,7328
414730,32408
414810,14
414860,8
414920,1883
414950,471
41500,1775011
415000,389
415030,8736
415080,1810
415150,498
415240,2642
415270,3380
415350,7915
415400,2559
415420,9574
415480,26107
415490,7942
415610,26
415670,3424
415740,2151
415830,4473
415840,2974
415850,6552
415860,5290
415880,418
415910,2501
415950,441
415960,7463
415980,141
415990,152
41600,2020
416030,15569
416070,448
416080,31762
416110,7389
416130,6156
416140,15
416170,25859
416200,3490
416210,9300
416240,34
416260,4
416270,80300
416290,6852
416310,8902
416320,4629
416330,33
416350,5475
416360,9431
416370,6534
416380,828
416390,9
416450,13958
416530,3178
416550,5122
416590,65627
41660,89
416610,1008
416630,2387
416640,3891
416670,7364
416680,8870
416690,35962
416720,15
416760,507
416770,8000
416790,926
416800,478
416850,6
41700,1398056
417060,684
417110,1757
417290,2930
41730,23907
417310,127
417350,241
41740,18169
417480,428
417730,4327
417750,498
417860,314803
417880,1352
417890,26842
417900,84
417910,5641
417980,5732
417990,173087
41800,306940
418040,2361
418070,84360
418110,2172
418120,20612
418150,18
418160,121
418170,65
418180,8263
418190,6540
418250,2876
418280,1954
418300,1346
418310,5383
418340,272570
418360,1624
418430,11364
418520,233
418610,2435
418650,12858
418910,52037
418950,2044
418960,3659
41900,48742
419080,415
419090,7381
419220,389
419240,11
419460,3901
419480,10102
419500,333
419520,1145
419590,20
419810,1402
419910,416
420,2588902
42000,1696
420000,2649
420070,3354
420090,1238
420100,7354
420110,120342
420160,138
420210,21
420270,8619
420440,9302
420500,630
420570,10
420630,1192
420670,320
420740,27321
420770,6271
420790,94049
420840,221
420850,3597
420880,214
420900,1198
420910,208
420930,2755
420950,13767
420970,41
421030,3140
421040,82964
421050,10348
421060,11988
421120,3969
421140,2477
421180,3731
42120,130617
421260,5577
42140,25731
42160,2577473
421600,3092
421610,8597
421630,2548
421670,11973
42170,84873
421700,10906
421740,498
421810,4847
421880,5552
421890,33
421900,823
421910,852
421960,4947
42200,1352
42210,2795
422100,33153
422110,2443
422130,1367
422140,167
42220,3975
422210,187
422250,34875
422270,3
42230,2187
422300,83
422420,3469
422630,2095
422650,2230
422860,21
422940,2138
422970,50638
422980,1647
4230,80942
423120,7071
423180,6
423220,247
423230,21728
423270,679
423320,3151
423440,646
423460,15
423490,385
423550,751
423580,24328
423610,977
423620,9857
423650,5701
423700,198
423710,21818
423720,1372
423740,308
423750,85
423760,7559
423770,8881
423800,581
423810,1148
423840,7150
423880,7260
423900,7911
423920,1825
423950,237
424000,6485
424030,1489
424060,103
424100,12
424170,2077
424210,1222
424250,3481
424280,110658
424310,910
424320,48
424370,1376
424590,258
424640,1370
424760,826
424780,519
424830,33710
42500,35502
425040,595
425070,514
425150,712
425160,7797
425210,1460
425220,9239
425230,79
425340,2347
425410,523
425580,5236
425670,515
425681,493
425682,55
425683,31
425684,22
425685,13
425686,6
425687,20
425688,14
425689,76
425720,2548
425820,47
425860,2423
425870,84
425900,170
426000,111659
426010,1524
426040,10564
426170,3529
426290,486
426330,7922
42640,128768
42650,323119
426560,1281
426590,86
42660,5
426630,9852
426690,5388
42670,13381
426750,3902
426790,29743
42680,4919853
42690,25327634
426930,530
426970,8844
42700,8752212
427030,3695
42710,24607342
427100,478
427190,15011
427240,583
427250,50305
427270,465620
42730,7871
427470,7933
427510,9173
427520,3154814
427550,3692
427640,58
427660,2053
427730,222259
427760,511
427770,3507
427780,25065
427810,602
427820,7945
427860,48
427890,13
427910,36
427920,119862
427930,5099
427950,709
427970,4
427980,36970
42800,970
428020,5
428040,236
428060,1328
42810,3913
428100,6120
428110,1001
428180,1029
428190,68
42820,121
428200,21419
428210,834
428220,527
428240,53
428270,317
428280,255
42830,137
428340,640
428350,4255
428370,10856
428410,277
428430,71931
428440,1441
428460,4488
42850,146821
428510,5896
428530,2444
428550,23820
428630,6308
428690,294125
42870,1403
428750,1717
428760,4630
428830,1385
428870,6795
428880,4828
42890,45329
428900,9414
428950,13473
4290,73914
429020,5675
429050,21425
429060,5437
42910,7029460
429120,14
429160,8
42920,21504
429200,3256
429220,1449
429280,7550
42930,1900
429300,11091
429330,21268
429350,197
429390,261
42940,4080
429470,18815
429490,1263
42950,4416
429520,4000
429530,383
429570,50645
429580,12588
42960,1814453
429600,7063
429610,4233
429620,4632
429680,38229
429690,10
429700,3521
429720,1428
429780,3104
429790,35280
42980,13748
429830,539
42990,111387
429940,2877
429950,6074
4300,2742
43000,72705
430020,8107
430080,2884
430190,1223
430290,94
430440,50125
430930,9
430960,9141
43100,23525
431000,1434
43110,2604236
431180,1786
431220,4125
431230,3534
431240,615335
431250,2161
431260,2763
431270,76881
431290,14651
431360,32
431410,8
431450,823
431460,453
431500,610
431510,9346
431540,3341
431560,7490
431590,6383
43160,1953953
431600,28352
431630,223
431640,1392
431680,2882
431710,23903
431730,28164
431770,3245
431810,274
431830,221
431840,7235
431850,271
431860,1569
43190,31499
431910,3102
431990,6668
4320,746
432010,6854
432020,191134
432080,88
432150,35221
432170,10500
432180,6737
432190,5330
432230,588
432240,1794
432250,490
432260,452
432280,2141
432290,1389
432310,301
432330,271
432410,28
432470,11346
432480,107
432490,6784
432500,95
432610,3285
432640,92
432720,1890
432780,100
432850,3
432870,224
432950,581
432990,373
433000,709
433100,716
433110,2172
433120,21
433190,311
433210,17652
433270,263
433280,7454
433300,1148
433320,959
433340,285372
433350,57866
433400,13
433490,261
433530,9025
433580,383
433590,338
433600,293
433630,20
433790,8151
433800,3981
433850,2444694
433890,1181
433910,3465
433950,38210
433960,589
434000,795
434010,30066
434020,3093
434030,1031
434070,104
434110,10806
434120,1973
434130,63
434210,6604
434220,27
434230,518
434240,538
434250,14924
434260,13221
434270,15
434290,1028
434340,522
434360,479
434370,234
434380,141
434390,1506
434410,4803
434420,53462
434430,147
434480,130
434490,358
434500,3777
434520,5058
434530,5003
434570,109132
434600,4
434610,22264
434620,847
434650,21419
434680,8013
434730,27666
434780,553
434800,3739
434820,27
434860,2144
434870,45
434880,65
434890,4
434920,1809
434930,104
434980,2663
43500,7322
435030,20469
435040,1801
435060,6266
435120,4873
435140,156
435150,18680
435300,2884
435360,31006
435440,4316
435480,214
435490,80
435530,7891
435790,2800
435800,1017
435840,31
435970,7457
43600,1671
436000,216
436060,1593
436110,3305
436140,4317
436150,58416
436160,2485
436220,333
436270,172
436280,3449
436300,15532
436320,11253
436350,3358
436360,2182
436390,779
436470,338
436480,1141
436490,18
436500,1336
436520,4140
436530,2348
436560,3175
436820,3652
436860,113
436870,223
436940,199
437000,2136
437020,3797
437030,6310
437080,129
437090,2329
437100,217
437160,2382
437170,105
437180,1491
437220,1445178
437340,78
437400,696
437420,2729
437510,473
437520,4
437530,47
437870,471
437880,4177
437890,24
437900,3994
437920,817
438000,4313
438010,11732
438020,880
438030,21733
438040,482411
438080,8269
438090,963
438130,31630
438140,3084
438160,17
438180,14689
438270,18062
438300,46
438310,155
438330,152
438340,1132
438350,7
438430,6625
438480,5235
438490,77899
438600,21955
438640,90243
438650,32
438660,1467
438680,20264
438720,335
438780,8
438790,891
438820,694
438920,1812
438940,719
439190,19030
439250,15082
439260,24
439310,465
439440,21
439550,341
439700,7983
439720,4846
439730,641
439750,310
439770,1143
439910,7266
439920,5169
439930,3308
439940,21111
439950,21
44000,560
440020,900
440090,18754
440160,7
440260,1195
440280,102
440330,14
440340,6386
440380,2829
440410,189
440430,51
440431,83
440432,33
440433,16
440434,7
440435,12
440436,28
440437,10
440438,133
440520,723
440540,4303
440550,152
440630,2476
440650,128
440720,8
440730,2244
440740,3146
440750,1342
440760,13127
440770,60
440790,268
440800,185
440810,37741
440870,175
440880,1289
440950,1368
44100,5172
441020,13445
441050,487
441230,213
441380,1151
441451,48
441452,320
441457,10
441510,509
441540,448
441550,16297
441640,73
441670,2313
441680,89
441790,16214
441830,18957
441870,68749
441920,1311
4420,5283
44200,16905
442070,8965
442080,789965
442110,4666
442140,11
442210,5397
442220,121
442260,105
442290,2504
442500,5200
442710,9614
442810,7854
442890,6427
443020,1054
443080,12731
44310,146813
44320,849221
443250,333
443260,1227
443330,7164
443370,380
443380,10200
44340,119015
443420,5076
443450,653
443460,8733
44350,1322906
443530,119
443570,454
443580,7845
44360,86313
443630,289
443650,461
443680,1404
443700,5
443800,399
443810,106017
443830,183
443860,19
443940,305
443970,90
443980,9354
444000,3538
444090,155164
444130,1207
444140,30520
444160,4310
444180,8
444190,6772
444220,16040
444250,11399
444260,9514
444270,1806
444280,5630
444350,11
444410,1669
444420,137
444440,5500
444460,7548
444480,17968
444530,52
444550,497
444560,24122
444580,15
444590,388
444620,298
444640,484707
444650,368
444670,178
444710,34
444720,7357
444770,46
444790,3289
444800,4499
444860,220
444870,893
444880,438
444930,1327
444940,317
445040,2268
445110,3332
445130,890
445140,70
445170,2533
445210,192
445230,1002
445310,2048
445420,11035
445600,1036
445730,5
445750,214
445770,2486
445840,3
445880,17
4460,5344
44600,2186
446000,67
446020,32756
446040,826
446100,117
446120,3815
44620,73847
44630,73884
446310,1912
446330,1623
446380,3202
446390,3801
446470,966
446480,81
446490,7
44650,73842
446590,145
44660,73837
446620,3247
446640,17543
44670,73835
446750,1559
446770,1275
44680,73835
446830,14
446870,53
44690,4966
446910,1430
446990,775
4470,871
447000,28
447100,25
447170,8356
447180,23
447200,3614
447240,103
447270,951
447310,940
447500,82818
447530,47080
447570,5317
447780,3567
447800,3523
447820,94348
447850,24890
447860,9
447880,31312
447890,6111
447940,392
447960,623
447970,9057
447990,2722
448000,2614
448010,5117
448020,3
448050,144
448060,104
448070,9672
448080,4188
448090,418
448110,1458
448130,1384
448150,4113
448160,138
448230,19
448240,2328
448250,8080
448260,2917
448280,26047
448310,424
448320,420
448350,8213
448370,9082
448380,3628
448400,4115
448440,4239
448460,3554
448470,6758
448500,2824
448510,17049
448520,1860
448530,276
448560,5073
448570,6977
448580,1106
448610,3022
448620,2135
448630,1511
448640,17773
448650,204
448660,5883
448710,4
448750,1419
448780,6703
448790,1160
448820,631
448830,12995
448870,4376
448880,36
448910,820
448940,4975
448980,146
449000,463
449020,2927
449040,4054
449050,480
449060,2583
449090,383
449120,29
449130,22
449140,130368
449170,1546
449180,632
449200,18681
449210,29
449220,50437
449250,9075
449300,12329
449310,11
449320,17
449330,123
449340,5881
449420,742
449440,6604
449470,2918
449500,886
449520,135
449530,759
449540,18473
449550,16726
449630,48496
449680,22935
449690,3015
449710,6755
449730,745
449760,540
449780,23
449800,84499
449820,700
449830,39102
449940,742
449960,2296
4500,1002505
45000,131946
450020,5680
450030,181
450040,251
450050,482
450060,284
450110,14096
450120,980
450140,9
450190,2295
450220,1264
450250,13079
450290,276
450390,23601
450500,278
450540,14778
450590,66
450650,568
450670,5085
450700,950
450740,339
450850,5913
45100,162962
451000,848
451010,7
451130,89
451200,3
451230,325
451350,83
451400,1934
451520,3335
451570,289
451600,1572
451650,781
451700,3225
451760,7189
451830,4696
451840,5905
451870,19
451880,13637
451900,32
451920,2744
451990,5
4520,6355
452060,3551
452120,2168
452220,405
452320,411
452420,4616
452440,9409
452450,1248
452490,1558
452510,6327
452640,116
452650,11
452710,1007
452780,191015
452860,520
452930,20
452970,261
4530,5670
45300,246334
453090,26966
453100,6717
453170,1086
453190,87
453270,534
453290,4213
453300,639
453340,4858
453350,115
453390,186
453510,129
453650,414
453670,4781
453680,23
453700,231
453710,26530
453720,571
453730,3351
453740,204
453750,4660
453770,2219
453790,963
453810,689
453820,8960
453830,3392
453850,5319
453880,7145
453890,1498
453950,49
453960,1314
453980,25672
4540,538654
45400,49942
454030,10003
454040,3664
454060,18605
454070,1698
454080,4547
45410,11451
454100,2168
454130,1333
454150,354
454170,6511
454180,3994
454190,256
454200,9946
454220,13754
454230,271
454250,762
454320,7268
454410,1224
454420,969
454430,5133
454460,294
45450,38649
454510,3133
454520,220
454530,5832
454540,6721
454550,42330
454570,6863
454600,8776
454610,556
454670,4211
454690,8972
454700,922
454720,354
454730,27
454780,2064
454870,4621
454890,14740
454900,1468
454930,11735
454950,37
454970,5205
4550,1021928
45500,25215
455110,4527
455160,55
455200,6
455340,341
455400,2171
455440,1838
455490,7508
455590,648
455910,7826
455940,9390
455970,9017
455980,2761
455990,101
4560,2002925
456130,184
456160,1333
456430,1825
456450,34
456540,63
456570,12
456610,3815
456660,11566
456690,599
456720,370
456780,6
456810,1651
456830,92
456980,37
4570,744151
45700,293807
457010,4990
45710,5557
45720,8658
457210,15346
457230,115
45730,1607
457320,779
45740,838264
457420,1773
457440,1304
457450,293
457480,3954
457490,6766
45750,126387
457520,3067
457530,211
457550,9220
457580,322
45760,3461767
457600,4283
457660,26
457670,509
457680,703
457690,39
45770,329212
457710,2791
457730,64
457770,7
457810,570
457820,16238
457860,1171
457930,17722
457940,28431
457960,3819
4580,1881164
458000,8121
458030,45
458060,6126
458170,599
458250,50
458260,139
458270,67
458280,57
458290,35
458300,48
458310,61
458320,73
458370,24
458380,7527
458410,42
458420,1953
458450,33
458470,1023
458480,2659
458510,181
458560,150
458590,243
458700,781
458710,19967
458730,12990
458750,502
458830,1967
458890,98
458900,38
458970,571
45900,889
459020,7923
459040,683
459100,6672
459130,5950
459160,6558
459170,67
459310,2078
459470,695
459510,3
459520,14
459540,6370
459630,8
459680,86
459820,445302
459910,821
459940,133
4600,1074
46000,9065
460120,197506
460150,7174
460160,7855
460230,154
460340,1213
460560,512
460640,2848
460650,446
460660,7830
460700,9077
460750,42
460780,97
460870,56713
460910,4109
460940,1493
460960,1571
460970,661
460990,32
461010,4390
461040,248
461140,10594
461180,134
461230,8181
461360,241
461380,1086
461400,141
461410,130
461480,617
461490,290
461500,153
461520,1165
461560,11022
461570,17038
461580,764
461640,18646
461650,112
461680,383
461690,2439
461700,2008
461710,10523
461750,187
461760,1844
461780,2795
461820,1910
461830,2171
461840,3054
461850,18287
461880,4210
461890,3601
461910,20729
461970,131
46200,594
462000,28
462030,65
462060,13800
46210,206
462100,278
462110,11809
462130,130
46220,151
462220,3026
46230,561
462370,10582
462400,9
46250,6637
462530,21
46260,44880
46270,5317
462700,6315
462730,2501
46280,4553
462830,356
462860,322
46290,8903
462910,115
462930,173895
462950,434
462960,11792
462990,28697
463000,2633
463030,294
463040,4581
463050,2653
463060,1988
463070,120
463100,3656
463110,4272
463120,585
463130,29
463150,2576
463180,11695
46320,2332
463210,14093
463220,12555
463240,5405
463250,33
463270,6811
463290,53
46330,20532
463320,108
463350,15111
463390,8804
46340,14673
463440,756
463460,8834
46350,908
463520,184
463550,5611
46360,8806
46370,16274
463710,4029
463750,939
463760,3508
46380,3232
463800,2634
463850,349
463860,2008
463920,175
463930,576
463980,10640
46400,13092
464050,307
464080,6680
46410,19275
464100,481
46420,13377
464230,5462
46430,28705
464350,34182
464360,1145
464380,183
46440,6399
464440,20
464470,3780
464490,2859
46450,41436
464540,93
46460,6854
464620,11981
464670,3257
464690,10
464700,3751
464760,6294
464780,44316
46480,19130
464800,118
464820,445
464830,980
464880,9
46490,8125
464940,51
464960,1483
46500,57211
465000,1642
465050,79
465060,7451
465070,8
46510,27812
465130,1930
465150,30
465170,338
46520,4771
465310,10
46540,34818
465450,76
46550,76095
465510,11231
465520,1102
465540,12130
46560,80532
465670,2602
46570,9188
465720,894
465750,151
465760,1792
465780,535
465890,223
465930,112
46600,3318
466050,5
466100,487
466110,79
466170,510147
466350,2519
466420,2390
466430,406
466490,2973
466500,7538
466580,2394
466590,120
466720,19
466730,2206
466780,1031
466790,2971
466800,1553
466820,4
466830,20
466840,12644
466870,70
466890,4234
466910,157214
466920,542
46700,407
467000,15764
467090,932
46710,342
467170,9
46720,406
467210,174
467220,6226
46730,1993
467310,3487
467330,420
467370,10093
467380,3643
467390,2064
46740,175889
467430,3208
467460,2052
46750,13300
467520,10
467530,1693
467560,5618
46760,580
46770,63146
467760,486
467780,34
467790,83
467820,9668
467850,1207
467890,66
46790,10559
467900,1603
467910,166
467930,3326
467950,4309
467960,1152
467990,1988
468050,113
468060,566
468070,329
468080,109
468160,11
468240,148
46830,747
468310,43
468320,110
46840,145
468490,7135
46850,2868
468530,1885
468560,7142
468700,2335
468740,82
468780,413
468800,1369
468820,174
468930,337
469560,12
469600,17
469650,717
469730,67514
469830,101
469890,4621
469990,4847
4700,5108778
47000,33922
470060,27
470130,27
470140,14
470260,926
470270,1595
470280,31
470450,1849
470480,14261
470590,1183
470600,1046
470760,860
47110,1026
471160,57
471170,4737
471220,135
471260,8371
471270,3
47130,310
471380,1823
471570,341
471630,88
471710,6687
471770,21
471910,3604
4720,45301
472060,2980
472680,4314
472870,9480
4730,355
473140,1064
473450,3229
473460,6929
473480,1035
473490,8
473510,1949
473520,16415
473540,213
473560,10122
473580,14282
473620,17119
473630,17154
473640,17035
473650,16369
473670,451
473770,11719
473810,219
473900,662
473910,854
473970,1416
47400,316874
474010,227
474030,82
474050,3
47410,5788115
474230,500
474750,46398
474790,20
474820,1843
474870,113
474910,636
474980,224
47500,2007
475060,529
475080,8
475100,635
475150,163909
47520,635
475220,2020
475240,27
47540,126886
475430,3932
475490,101277
475550,516
47570,509
475990,29
4760,3019627
476030,86
476240,2505
476410,23
476460,4914
476490,2199
476510,4
476700,207
476880,2195
476920,581
4770,90009
47700,209568
477010,5
477130,190
477160,14343
477200,2189
477270,2464
477290,33799
47730,2093
477310,484
47780,638083
477800,11
47790,430465
477910,1125
477950,129
477980,3918
47800,50551
478010,658
47810,3510494
47830,430775
47850,3183
47870,1216861
47890,6412152
478950,161
478960,132
478980,370
47900,564407
479000,34
479020,868
479110,168
479130,2170
479150,1502
479170,10
47920,190998
479260,5948
4800,23063
48000,857802
480450,185
480480,1348
480500,709
480690,11
48110,79585
48120,158946
481420,60
48150,592
48160,19335
48180,71328
481870,284
481890,124
48190,2304399
481950,17
48210,273779
482120,6005
48220,1526294
482300,2242
482390,155
48240,2666891
482920,96314
4830,5005
483260,18
483680,69
483820,65
483960,9590
483970,36
484350,1429
484870,1955
484890,9
484950,21700
4850,46084
485000,3365
485040,13498
485080,2376
485110,17
485160,513
485220,16012
485230,230
485240,101
485270,7
485310,5863
485330,9105
485340,7337
485350,2089
485360,351
485370,1286
485380,14194
485390,1392
485410,5951
485440,4226
485450,6574
485490,6672
485560,2941
485570,1939
485580,336
485590,3
485600,126
485620,639
485640,390
485690,910
485700,305
485730,896
485740,485
485780,407
485800,138
485830,1019
485860,201
485870,2220
485880,11
485890,4690
485900,363
486150,3660
486170,138
486230,13500
486290,24
486300,58
486340,14022
486350,3868
486360,14785
486500,5138
486510,256
486630,725
486640,1075
486650,657
486720,3901
486780,1599
486810,1206
486820,15521
486840,57
486850,631
486880,1571
4870,12211
48700,39616602
487030,2821
48720,2723918
487220,29138
487270,1675
487330,566
487370,5414
487380,4
487420,2094
487430,18840
487530,240
487580,34
487590,12
487600,210
487620,10
487700,2873
487770,121
4880,5797
48800,137586
488150,19
488200,1017
488210,523
488220,513
488280,6306
488310,892
488330,729
488460,891
488550,310
488580,1254
488590,30
488660,23078
488680,1977
488720,11
488760,103
488890,1378
488960,6
4890,20405
48900,5441
489020,18
489220,23087
489360,1251
489460,13087
489470,470
48950,52958
489580,17
489610,3765
489700,1618
489730,1016
489890,84
489900,312
489910,163
4900,154
49000,1062
490090,298
490160,7608
490170,15
490230,292
490300,2181
490380,6
490390,6969
490490,5
490820,1887
490880,2930
490980,4092
490990,5
491000,1273
491030,515
491070,62
491080,5076
491090,116
491130,6164
491160,1093
491170,2110
491210,10
491240,10
491250,10172
491260,1947
491330,5943
491510,3443
491520,141
491580,5
491620,124
491650,1361
491720,781
491730,3714
491950,3372
4920,6359146
492080,10971
492130,2833
492170,6023
492220,3956
492240,5358
492270,18
492280,1605
492340,40
492370,320
492430,1788
492470,326
492490,882
492510,491
492530,43
492560,40
492630,245
492660,3224
492710,489
492800,89698
49300,14881
49320,950
49330,19790
493370,222685
493400,116
493440,270
493650,2143
493720,149
493730,1782
493760,4664
493780,678
493810,60
49400,243053
494120,59
494150,99
494220,171
494370,19
494440,8030
494460,1043
494470,12519
494680,195
49470,943824
494710,59
494740,7475
494810,221
494830,52
494970,6
494980,3
494990,1045
495010,2255
495060,32
495090,3976
495110,772
49520,80428503
495230,4226
495300,20
495320,19
495350,2094
49540,532063
495400,35
495460,78
495580,505
495700,1607
495720,13
495780,2765
495890,21668
495910,271774
495960,4730
49600,493449
496030,293
496180,18
496230,11
496240,4540
496250,801
496260,19624
496300,105169
496350,11868
496460,4775
496490,706
496500,3639
496550,3428
496590,674
496600,594
496630,3273
496680,4770
496870,1106
496890,3808
496920,8070
496990,6587
49700,2539
497040,27
497050,3119
497180,15653
497260,596
497270,70
497350,1991
497400,4887
497470,24009
497490,60
497580,136
497590,43
497680,42
497700,19
497720,761
497790,1748
497810,11
497811,5
497812,14
497813,8
497820,234
497850,15712
497860,882
497880,245
497940,113
49800,18106
498050,57
49810,2971
498190,450
498240,27173
498330,1561
498450,5
498470,194
498510,4
498570,141
498580,962
498600,68
498660,651
498830,628
498940,5
49900,44732
499100,77
499110,213
499120,147
499230,311
499330,462
499340,1767
499370,23
499400,21
499420,571
499440,8144
499460,13
499520,6661
499540,39
499620,4
499900,663
50,734415
500,13079643
50000,9780
500190,5
500360,109
500380,11
500470,39
500500,2127
500570,24
500580,683
500590,20259
500660,27
500750,60
500790,57
500810,78
500870,137
501030,3238
501050,533
501110,298
501120,702
501180,122
501190,272
50120,5229
501220,351
50130,2824250
501380,4
501470,9
501690,2309
501720,807
501740,11
501760,810
501800,91
501830,697
501940,5736
501970,715
501990,741
502120,6232
502140,2215
502150,77
502210,253
502230,585
502240,327
502400,67
502410,120
502550,8395
502710,451
502740,14
502750,32
502770,1665
502910,38
502940,1833
50300,1097872
503010,231
50310,148162
503100,33
503140,287
503210,46
503300,15976
503340,36
503410,1412
503480,4
503530,14
503560,27
503710,389
503770,116
503820,464
503900,20
50400,88
504050,350
504240,249
504280,7
504400,214
504490,9094
504630,62
504720,186
504750,366
504770,1065
504980,9720
505040,14273
50510,7287
505210,3194
505440,803
505760,687
506140,60810
50620,1673465
506280,58
50640,2434
506470,231
50650,2018215
506550,10
506590,464
506660,214
506670,36
506840,19
507080,133
507360,243
507380,475
507390,1454
50800,640
508140,1103
508170,1620
508180,1727
50820,24420
508280,131
508290,1522
508380,39
508490,131
508540,581
508550,1565
508590,66
508600,1483
508820,1036
508950,187
508960,180
508990,7
50900,547
50910,3
509110,1532
509190,4
50920,626
509210,18
509220,591
509240,666
509290,46
50930,200
50940,236
509440,9
50950,108
50970,31
50980,183
509840,3415
509860,1186
50990,77
509930,533
509960,1314
51000,926
510040,11
510050,5249
510070,8
51010,5327
51020,42
51040,418
51060,1735
510630,534
510660,12578
510750,2114
510780,112
510930,17
51100,1554226
511010,1382
511140,776
511160,23
511340,3105
511360,3
511800,13
512080,157
512220,272
512240,14
512300,839
512450,368
512470,9638
512600,5325
512630,58
512640,679
512740,473
512770,687
513140,10
513150,7
513240,7
513260,24
513420,193
513440,338
513580,801
513630,285
513720,52
513770,62
513790,6
513930,1570
513980,640
514160,36
514170,196
514240,661
514520,34
514650,405
514970,109
515020,21
515200,4303
515470,380
515570,3
515690,1280
515910,1957
516040,41
516230,2620
516510,69
516700,699
517000,4434
517240,55
517350,293
517370,12
517460,13
517710,4660
517790,1200
517810,3032
517910,592
518100,416
518140,5
518670,460
519140,5586
519160,20
519170,17
519180,24
519530,4
519560,41
519561,108
519562,20
519563,25
520090,3
520180,3
520470,23
521200,11948
521210,169
521340,1095
521430,5
521450,70
521470,7136
521540,6430
521570,3412
521930,14
521990,16
522030,188
522570,13
522590,70
522660,7
522990,561
523080,25
523320,4
523481,6
523482,8
523483,3
523487,6
523760,63
523790,1076
524030,48
524120,26
524340,2530
524540,260
524600,9
525640,219
526240,14
526460,398
527340,2190
527510,186
527900,44
528660,182
550,102189191
55000,14116
55020,1135
55040,172236
55100,659769
55110,636545
55130,1236
55140,700974
55150,2123529
55190,1324
55230,24616406
55370,11716
56400,8134790
57000,3080
57200,12647
57300,1429053
57400,1213449
57600,289855
57620,63590
57640,33514
57650,93381
57680,18083
57690,2853414
57700,3095
57730,31047
57740,325579
57800,7625
57900,673643
57970,11054
58200,13377
58230,19222
58300,5674
58400,5419
58510,110117
58520,396229
58540,163175
58550,31386
58560,9420
58570,6640
58610,524752
60,157786
6000,664180
6010,17041
6020,1323424
6030,393064
60340,7557
60350,3117
6040,8362
6060,5318002
60600,1653
60700,2799
6080,22848
60800,17199
6090,646
6100,16589
61000,17853
61010,10136
61100,19660
6120,85301
61220,1948
61230,131
61310,10940
61500,31287
61510,33834
61520,43922
61530,1083
61600,11659
61700,95348
61730,8671
620,26439274
6200,43234
62000,32178
6210,8216
62100,60605
6220,42554
6250,68205
6270,2909
6290,5539
6300,21287
63000,54521
6310,52514
63110,5095
63200,494270
6330,56382
63380,3200548
6340,909
6350,22370
63500,93074
63600,9839
63610,16713
63620,91
63630,46
63640,218
63650,6892
63660,5281
6370,18132
63700,74993
63710,334511
63800,61919
63900,12597
63910,166773
63940,64872
63950,90441
63960,14826
6400,24375
64000,1465857
6420,30790
65070,1139
65080,1301
6510,43647
65100,6340
65200,992
65260,678
65270,35106
65300,191773
65400,2847
6550,67443
65500,4751
65530,24169
65540,36587
65560,14456
65600,18688
65610,3967
6570,2733
65700,70537
65710,519
65720,74847
65730,56408
65740,108598
65780,24700
65790,221118
65800,14978896
65930,599025
65950,83215
65980,2994343
6600,3322
67000,10937
67370,739759
6800,32283
6810,10299
6820,786
6830,45970
6840,20456
6850,163299
6860,1273393
6870,27001
6880,194540
6900,79979
6910,569842
6920,40174
6980,137038
70,2682436
7000,70862
70000,1167136
7010,2260
70100,135656
70110,109762
70120,87013
7020,8895
70200,12477
70210,23944
70300,208090
70400,563364
70420,33840
70500,3368
7060,4435
70600,228085
70620,32116
70640,4232
70650,3584
70660,12033
70900,62825
71000,73349
7110,72509
71230,12390
71240,5111
71250,173502
71260,7492
71270,2719912
71340,739862
71390,81496
71420,27874
7200,294796
72000,42783
7210,12130
7220,13312
72200,1659269
72300,44437
72400,1442
7250,72
72500,2023
7260,2113
72850,136678543
72900,10757
730,785184217
73010,174066
73020,146434
73060,8179
73170,261301
73190,2629
73210,27861
73220,71893
73230,51605
7400,905
7450,2203
7470,7813
7500,38516
7510,88670
7520,526008
7530,12037
7600,216439
7610,15344
7620,820
7650,49778
7660,69592
7670,2710152
7730,8824
7740,13970
7760,187015
7770,7392
7780,13
7800,11358
78000,801402
7810,3121
7830,405660
7840,2759
7850,10849
7860,21940
7870,21868
7880,5560
7900,393
7910,4175
7940,2469576
7970,4603
7980,255
7990,344
80,2503454
8000,102707
80000,15834
80200,30646
80300,8405
80310,37879
80330,19949
80340,12747
80350,15258
80360,14938
8040,10583
8060,25635
8080,35565
8100,4343
8140,105659
8160,2230
8170,218434
8190,13568946
8200,49139
8210,31282
8220,20055
8240,18968
8250,15569
8260,26246
8270,16849
8280,20408
8290,15591
8300,16986
8310,1460
8320,621
8330,335
8340,14956
8350,10441
8360,6171
8370,4887
8380,3369
8400,74211
8500,5700990
8600,432155
8640,73915
8650,75179
8660,322
8690,73900
8790,1962
8800,935476
8850,1472440
8870,7621474
8880,34100
8890,13600
8930,82380587
8970,3990
8980,11488330
9000,3274
9010,103017
90100,30686
90200,160653
